##Begins...
213, 193
213, 194
213, 194
213, 194
213, 194
211, 177
211, 177
211, 178
211, 178
211, 179
209, 192
209, 192
209, 192
210, 193
210, 175
210, 175
210, 175
210, 176
211, 172
211, 172
211, 172
211, 173
211, 173
211, 174
211, 174
211, 180
211, 180
211, 180
210, 181
210, 181
211, 181
#Error: 226
210, 183
210, 183
210, 183
210, 183
210, 183
210, 185
210, 185
211, 174
211, 174
211, 174
211, 174
210, 175
210, 175
210, 175
212, 178
212, 179
212, 179
211, 180
212, 176
212, 176
212, 176
212, 177
212, 177
212, 178
212, 178
212, 178
211, 173
211, 173
211, 174
211, 174
211, 175
211, 175
210, 176
210, 178
210, 178
210, 179
210, 179
210, 179
210, 179
210, 179
210, 181
210, 181
210, 181
#Error: 226
#Error: 226
210, 189
210, 190
210, 190
210, 191
210, 191
210, 191
209, 191
209, 191
210, 191
210, 174
209, 174
209, 174
210, 174
210, 174
210, 174
209, 175
#Error: 226
209, 176
208, 177
208, 177
207, 178
207, 178
208, 179
208, 179
208, 179
208, 179
209, 177
209, 177
209, 178
209, 178
209, 178
209, 179
209, 179
#Error: 226
#Error: 226
#Error: 226
209, 183
209, 183
209, 183
208, 183
208, 183
208, 183
208, 183
208, 183
209, 183
209, 183
208, 185
208, 185
209, 185
209, 185
209, 185
208, 185
208, 185
208, 185
208, 185
209, 185
209, 185
#Error: 226
210, 186
210, 186
210, 187
210, 187
208, 188
215, 176
215, 176
215, 177
215, 177
215, 177
215, 177
210, 176
211, 177
211, 177
211, 177
211, 177
211, 177
210, 178
#Error: 226
#Error: 226
209, 178
209, 179
209, 179
209, 179
209, 179
209, 179
209, 180
209, 180
209, 180
#Error: 3
#Error: 3
#Error: 3
#Error: 3
#Error: 3
#Error: 3
209, 181
209, 181
209, 181
208, 182
208, 182
208, 182
209, 182
209, 182
208, 196
208, 196
208, 196
208, 196
207, 197
207, 197
212, 186
212, 186
212, 188
212, 188
212, 188
212, 188
210, 186
210, 186
210, 186
210, 186
210, 186
210, 187
210, 187
210, 187
210, 187
208, 194
208, 194
209, 195
209, 195
209, 195
209, 195
209, 195
208, 196
208, 196
209, 196
211, 190
211, 190
211, 190
211, 190
211, 190
210, 191
210, 191
210, 191
214, 191
214, 191
214, 191
214, 192
214, 192
214, 192
214, 192
214, 192
214, 192
210, 190
210, 190
210, 190
210, 190
210, 190
210, 190
209, 191
209, 191
209, 191
209, 191
209, 191
210, 191
210, 191
209, 192
209, 192
209, 192
209, 193
209, 193
209, 193
209, 193
209, 188
209, 188
209, 189
209, 189
209, 189
209, 189
209, 189
209, 189
209, 189
209, 189
209, 187
209, 187
209, 187
209, 187
209, 187
209, 187
209, 187
215, 186
215, 187
215, 187
215, 187
215, 187
215, 187
215, 188
215, 188
215, 188
#Error: 226
210, 187
210, 188
210, 188
211, 188
211, 188
211, 188
211, 188
208, 197
208, 197
208, 198
208, 198
208, 198
209, 198
#Error: 3
#Error: 3
#Error: 3
#Error: 3
#Error: 3
#Error: 3
#Error: 3
#Error: 3
#Error: 3
#Error: 3
208, 188
208, 188
208, 188
208, 188
208, 188
208, 188
208, 188
210, 194
210, 194
210, 194
210, 194
210, 194
210, 194
210, 194
210, 194
211, 185
211, 186
211, 186
211, 186
211, 186
211, 186
211, 187
211, 187
210, 187
210, 187
210, 190
210, 191
210, 191
210, 191
210, 191
210, 191
210, 191
213, 188
213, 189
213, 189
213, 189
214, 189
214, 189
211, 188
211, 188
211, 188
210, 188
210, 188
210, 188
214, 191
214, 191
214, 191
214, 191
214, 191
214, 192
214, 192
214, 192
214, 192
214, 192
214, 193
214, 193
214, 193
214, 193
214, 194
214, 194
214, 194
214, 189
214, 189
214, 190
214, 190
214, 190
214, 190
214, 190
214, 190
210, 186
210, 186
210, 186
210, 186
210, 186
210, 186
210, 187
210, 187
209, 182
209, 182
210, 182
210, 182
209, 182
209, 182
209, 183
207, 192
207, 192
207, 192
207, 192
207, 192
207, 192
210, 186
210, 186
210, 186
210, 186
210, 186
210, 186
210, 186
209, 187
#Error: 3
#Error: 3
#Error: 3
#Error: 3
#Error: 3
#Error: 3
#Error: 3
#Error: 3
213, 187
213, 187
213, 187
213, 187
213, 187
#Error: 226
213, 191
213, 191
213, 191
214, 191
214, 191
213, 192
213, 192
214, 192
214, 192
214, 192
214, 192
214, 192
213, 192
#Error: 226
#Error: 226
213, 195
213, 195
213, 196
213, 196
213, 196
213, 196
213, 196
214, 201
214, 201
211, 193
211, 193
211, 194
211, 194
211, 195
216, 183
216, 183
216, 183
216, 183
216, 183
216, 183
209, 193
209, 194
209, 194
209, 194
209, 194
208, 195
208, 195
209, 182
209, 183
209, 183
209, 183
209, 183
209, 183
209, 186
209, 186
209, 186
209, 186
208, 187
208, 187
208, 187
211, 188
211, 188
210, 188
211, 188
211, 188
211, 188
210, 188
210, 188
210, 188
210, 188
210, 188
210, 188
210, 189
210, 189
211, 189
208, 188
208, 188
208, 188
208, 189
208, 189
210, 190
210, 190
208, 190
212, 191
212, 191
213, 192
213, 192
213, 193
213, 193
213, 193
213, 194
213, 194
215, 190
214, 191
214, 191
214, 191
214, 191
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 224
#Error: 226
#Error: 226
#Error: 224
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 3
#Error: 3
#Error: 3
