#s...
#Begins...
#Error: 226
211, 192
209, 193
210, 193
210, 193
209, 193
#Begins...
211, 161
213, 176
211, 166
#Error: 226
213, 163
#Error: 226
212, 170
212, 165
213, 165
211, 170
#Error: 226
211, 166
210, 173
#Error: 226
#Error: 3
#Error: 3
#Error: 226
210, 170
211, 169
#Error: 226
209, 180
209, 173
210, 171
211, 174
211, 174
#Error: 226
211, 172
209, 171
211, 175
210, 176
#Error: 226
#Error: 226
#Error: 226
#Error: 226
213, 164
214, 169
211, 170
#MOISTURE OUT OF BOUNDS!
#Error: 226
213, 175
212, 165
212, 167
#Error: 226
#Error: 226
208, 175
212, 166
214, 168
#Error: 226
212, 166
#Error: 226
#Error: 226
#Error: 226
212, 168
213, 171
209, 173
210, 171
#Error: 3
#Error: 3
#Error: 3
210, 174
#Error: 226
#Error: 224
209, 173
208, 174
211, 172
212, 171
#Error: 226
211, 176
211, 169
212, 169
217, 172
212, 167
#Error: 226
#Error: 226
#Error: 226
210, 172
209, 169
213, 168
211, 168
212, 170
#Error: 224
#Error: 226
#Error: 226
211, 171
210, 167
212, 171
209, 170
210, 171
210, 169
212, 170
210, 170
216, 169
212, 169
215, 174
211, 173
217, 176
#Error: 226
211, 175
212, 171
216, 176
216, 171
212, 170
210, 171
#Error: 226
210, 172
211, 170
213, 171
#Error: 226
#Error: 226
#Error: 226
215, 174
216, 176
#Error: 226
212, 170
213, 171
211, 169
209, 168
210, 169
210, 169
210, 170
210, 176
212, 175
213, 169
210, 168
211, 170
210, 172
210, 171
210, 169
211, 171
214, 167
#Error: 226
209, 168
#Error: 3
213, 179
#Error: 226
#Error: 226
#Error: 226
211, 170
212, 170
214, 182
215, 185
#Error: 226
#Error: 226
#Error: 226
#Error: 226
#Error: 226
